Account No,,,Pin No,BALANCE AMT
409000362497',,,292139,-1891887303
409000362497',,,826135,-1892043040
409000362497',,,228815,-1893827206
409000362497',,,600798,-1893832334
409000362497',,,947929,-1893838655
409000362497',,,504152,-1893838852
409000362497',,,978156,-1893843169
409000362497',,,791837,-1893924312
409000362497',,,266839,-1896652223
409000362497',,,362393,-1895652223
409000362497',,,947952,-1890652223
409000362497',,,920738,-1891188911
409000362497',,,533490,-1891518791
409000362497',,,738939,-1891931399
409000362497',,,303416,-1894361287
409000362497',,,427168,-1894367079
409000362497',,,715348,-1896398087
409000362497',,,744974,-1896418866
409000362497',,,778019,-1896426201
409000362497',,,690841,-1896427490
409000362497',,,505448,-1896428988
409000362497',,,619420,-1896433325
409000362497',,,416294,-1896499168
409000362497',,,345086,-1895499168
409000362497',,,917729,-1890499168
409000362497',,,732373,-1890861688
409000362497',,,364305,-1891355733
409000362497',,,912776,-1891771472
409000362497',,,587796,-1894111698
409000362497',,,464405,-1894129968
409000362497',,,436509,-1894158617
409000362497',,,900450,-1894159223
409000362497',,,607709,-1894159345
409000362497',,,702530,-1894162110
409000362497',,,797526,-1894259883
409000362497',,,962647,-1896441618
409000362497',,,710951,-1895441618
409000362497',,,550794,-1890441618
409000362497',,,351683,-1889441618
409000362497',,,403264,-1890076552
409000362497',,,529161,-1890505643
409000362497',,,692576,-1891193771
409000362497',,,642649,-1893073364
409000362497',,,140063,-1895746371
409000362497',,,373555,-1895767776
409000362497',,,825972,-1895794151
409000362497',,,397774,-1895794453
409000362497',,,307065,-1895794669
409000362497',,,732820,-1895795706
409000362497',,,544843,-1895913504
409000362497',,,456113,-1896656392
409000362497',,,549169,-1895656392
409000362497',,,674993,-1894656392
409000362497',,,370749,-1893656392
409000362497',,,455020,-1891656392
409000362497',,,238101,-1889656392
409000362497',,,898747,-1889962554
409000362497',,,922871,-1890501251
409000362497',,,855027,-1891501884
409000362497',,,502705,-1891738882
409000362497',,,226377,-1894687050
409000362497',,,879183,-1894731677
409000362497',,,192375,-1894741858
409000362497',,,826202,-1894751800
409000362497',,,944483,-1894753671
409000362497',,,254917,-1894758971
409000362497',,,872143,-1894759069
409000362497',,,269046,-1895020580
409000362497',,,145115,-1896788159
409000362497',,,237798,-1893788159
409000362497',,,447440,-1891788159
409000362497',,,270362,-1889788159
409000362497',,,521790,-1890538657
409000362497',,,597150,-1891077726
409000362497',,,462920,-1891302478
409000362497',,,709865,-1893497458
409000362497',,,990382,-1893536844
409000362497',,,911648,-1893542640
409000362497',,,789395,-1893550572
409000362497',,,304026,-1893550692
409000362497',,,892011,-1893551389
409000362497',,,776106,-1893561614
409000362497',,,738662,-1893653218
409000362497',,,945570,-1896051073
409000362497',,,468663,-1893051073
409000362497',,,372390,-1890051073
409000362497',,,957072,-1889551073
409000362497',,,792881,-1890306417
409000362497',,,101755,-1890502611
409000362497',,,753034,-1890960175
409000362497',,,451119,-1892613990
409000362497',,,525981,-1892643170
409000362497',,,137363,-1892650621
409000362497',,,633325,-1892650832
409000362497',,,763853,-1892651029
409000362497',,,397679,-1892653794
409000362497',,,557982,-1892655933
409000362497',,,419978,-1892763438
409000362497',,,756503,-1894994081
409000362497',,,474057,-1891994081
409000362497',,,342565,-1888994081
409000362497',,,743715,-1890108722
409000362497',,,992348,-1890251548
409000362497',,,547732,-1890832763
409000362497',,,251050,-1891935049
409000362497',,,373488,-1893390687
409000362497',,,843007,-1891390687
409000362497',,,141403,-1889390687
409000362497',,,390159,-1889802514
409000362497',,,769794,-1889974104
409000362497',,,556525,-1890552703
409000362497',,,565148,-1890876158
409000362497',,,571655,-1892443699
409000362497',,,990330,-1891943699
409000362497',,,298776,-1891443699
409000362497',,,268176,-1888443699
409000362497',,,557344,-1889192109
409000362497',,,567112,-1889275159
409000362497',,,101933,-1889892253
409000362497',,,921754,-1890659852
409000362497',,,826049,-1892560436
409000362497',,,113706,-1892060436
409000362497',,,123596,-1890060436
409000362497',,,730424,-1888060436
409000362497',,,514307,-1888985944
409000362497',,,180982,-1889102017
409000362497',,,104759,-1889636109
409000362497',,,355975,-1889969125
409000362497',,,939265,-1891213227
409000362497',,,875198,-1893208372
409000362497',,,610705,-1888208372
409000362497',,,664549,-1888908362
409000362497',,,879160,-1889080784
409000362497',,,297101,-1889154788
409000362497',,,693170,-1889211966
409000362497',,,928811,-1889222060
409000362497',,,269986,-1889224266
409000362497',,,104212,-1889243276
409000362497',,,135392,-1889244298
409000362497',,,481883,-1889244396
409000362497',,,279699,-1889244689
409000362497',,,383601,-1889650527
409000362497',,,709770,-1890039253
409000362497',,,102933,-1891368381
409000362497',,,127865,-1891377745
409000362497',,,929968,-1891378394
409000362497',,,922047,-1891395517
409000362497',,,805838,-1891503881
409000362497',,,551619,-1894058091
409000362497',,,203182,-1892058091
409000362497',,,607959,-1891558091
409000362497',,,217852,-1888558091
409000362497',,,172855,-1889421250
409000362497',,,536127,-1889567336
409000362497',,,794920,-1890018882
409000362497',,,205085,-1890946512
409000362497',,,804503,-1892844965
409000362497',,,842024,-1889844965
409000362497',,,462812,-1889344965
409000362497',,,950007,-1888344965
409000362497',,,331177,-1889311329
409000362497',,,938861,-1889388878
409000362497',,,897914,-1889718394
409000362497',,,726112,-1889731552
409000362497',,,335927,-1889745610
409000362497',,,108153,-1889746068
409000362497',,,355113,-1889749524
409000362497',,,903990,-1889847321
409000362497',,,374100,-1891173817
409000362497',,,829775,-1891184096
409000362497',,,933867,-1891196502
409000362497',,,680313,-1891200041
409000362497',,,380857,-1891200139
409000362497',,,123784,-1891202674
409000362497',,,160371,-1891318456
409000362497',,,396213,-1893385557
409000362497',,,813283,-1891385557
409000362497',,,335422,-1888385557
409000362497',,,444481,-1889558884
409000362497',,,361424,-1889845684
409000362497',,,467686,-1890197856
409000362497',,,449535,-1891342031
409000362497',,,823673,-1891373817
409000362497',,,234740,-1891392016
409000362497',,,300105,-1891392860
409000362497',,,119588,-1891399715
409000362497',,,157121,-1891403171
409000362497',,,114954,-1891403293
409000362497',,,823403,-1891505696
409000362497',,,361201,-1893377746
409000362497',,,695035,-1890377746
409000362497',,,903621,-1889877746
409000362497',,,917833,-1888877746
409000362497',,,258334,-1886877746
409000362497',,,878606,-1888131758
409000362497',,,294314,-1888253367
409000362497',,,879167,-1889065408
409000362497',,,793130,-1890094296
409000362497',,,287382,-1890300493
409000362497',,,253262,-1891821295
409000362497',,,471713,-1894135957
409000362497',,,371004,-1892135957
409000362497',,,449986,-1889135957
409000362497',,,260195,-1889547052
409000362497',,,564502,-1889746772
409000362497',,,458000,-1889989837
409000362497',,,424881,-1891008229
409000362497',,,919179,-1891081150
409000362497',,,896489,-1891123438
409000362497',,,441033,-1891131156
409000362497',,,660917,-1891133115
409000362497',,,701931,-1891139912
409000362497',,,642519,-1891167561
409000362497',,,297491,-1891405517
409000362497',,,546760,-1893320747
409000362497',,,603543,-1891320747
409000362497',,,122733,-1892283850
409000362497',,,869319,-1889283850
409000362497',,,190725,-1889392250
409000362497',,,807159,-1889878517
409000362497',,,427739,-1890421713
409000362497',,,893345,-1890427072
409000362497',,,333884,-1890431533
409000362497',,,418895,-1890433607
409000362497',,,724901,-1890518626
409000362497',,,618440,-1890611208
409000362497',,,415956,-1889611208
409000362497',,,825908,-1888611208
409000362497',,,946622,-1887611208
409000362497',,,157269,-1888291666
409000362497',,,986011,-1888298080
409000362497',,,540824,-1888999904
409000362497',,,259960,-1890599716
409000362497',,,381314,-1890632627
409000362497',,,734718,-1890637266
409000362497',,,846474,-1890638775
409000362497',,,622421,-1890638918
409000362497',,,998607,-1890638947
409000362497',,,330423,-1890639062
409000362497',,,350225,-1890706236
409000362497',,,700387,-1893350558
409000362497',,,182351,-1890350558
409000362497',,,228845,-1889850558
409000362497',,,763480,-1887850558
409000362497',,,846391,-1888548462
409000362497',,,809339,-1888829923
409000362497',,,375257,-1889060964
409000362497',,,151049,-1889924237
409000362497',,,819955,-1889944824
409000362497',,,507189,-1889955832
409000362497',,,119856,-1889963401
409000362497',,,713621,-1889963608
409000362497',,,269362,-1889963791
409000362497',,,426630,-1889967593
409000362497',,,696561,-1890057742
409000362497',,,981973,-1892669422
409000362497',,,781930,-1889669422
409000362497',,,113595,-1888669422
409000362497',,,861744,-1887669422
409000362497',,,700048,-1887169422
409000362497',,,569625,-1888410442
409000362497',,,253316,-1888569762
409000362497',,,472792,-1888975464
409000362497',,,349938,-1890041547
409000362497',,,537270,-1892189364
409000362497',,,915123,-1889189364
409000362497',,,517552,-1886189364
409000362497',,,424936,-1887108574
409000362497',,,668544,-1887338774
409000362497',,,375039,-1887955311
409000362497',,,780516,-1887964472
409000362497',,,174200,-1887967110
409000362497',,,513610,-1888201133
409000362497',,,874545,-1885201133
409000362497',,,650880,-1882201133
409000362497',,,703749,-1883797372
409000362497',,,704040,-1885813787
409000362497',,,514977,-1886619272
409000362497',,,952555,-1886934332
409000362497',,,966420,-1887427998
409000362497',,,859049,-1888432501
409000362497',,,422946,-1890495825
409000362497',,,227089,-1887495825
409000362497',,,876249,-1886495825
409000362497',,,898340,-1885495825
409000362497',,,157696,-1886044025
409000362497',,,872816,-1886283184
409000362497',,,759780,-1886905900
409000362497',,,321659,-1887423580
409000362497',,,424113,-1887618053
409000362497',,,477284,-1887720643
409000362497',,,809239,-1887725643
409000362497',,,866749,-1887776405
409000362497',,,311177,-1887793642
409000362497',,,334256,-1887845379
409000362497',,,949918,-1887959062
409000362497',,,438318,-1887972063
409000362497',,,507211,-1888109996
409000362497',,,325143,-1888225201
409000362497',,,468856,-1888324434
409000362497',,,245026,-1888345371
409000362497',,,695985,-1888403386
409000362497',,,229704,-1888573706
409000362497',,,345837,-1888691635
409000362497',,,415785,-1890061166
409000362497',,,139571,-1890215974
409000362497',,,221226,-1890239770
409000362497',,,165875,-1890248239
409000362497',,,682194,-1890257796
409000362497',,,486534,-1890272313
409000362497',,,283363,-1890272939
409000362497',,,749279,-1890295089
409000362497',,,807335,-1890900748
409000362497',,,685320,-1893582190
409000362497',,,252108,-1890582190
409000362497',,,118717,-1891266655
409000362497',,,522718,-1888266655
409000362497',,,586732,-1888529503
409000362497',,,737992,-1888963496
409000362497',,,614495,-1889018456
409000362497',,,713113,-1889042464
409000362497',,,344615,-1889058403
409000362497',,,729882,-1889059382
409000362497',,,809285,-1889059612
409000362497',,,944225,-1889081822
409000362497',,,974331,-1889149881
409000362497',,,633303,-1889193874
409000362497',,,891477,-1889215079
409000362497',,,583585,-1889236137
409000362497',,,841834,-1889345895
409000362497',,,560532,-1890567970
409000362497',,,434809,-1892683079
409000362497',,,340797,-1892686452
409000362497',,,874184,-1892688411
409000362497',,,445201,-1892726002
409000362497',,,895420,-1889726002
409000362497',,,291117,-1886726002
409000362497',,,272840,-1887736063
409000362497',,,144474,-1887930915
409000362497',,,164054,-1888632463
409000362497',,,533654,-1889120062
409000362497',,,566951,-1890621618
409000362497',,,186188,-1890638224
409000362497',,,172286,-1890665287
409000362497',,,142080,-1890666620
409000362497',,,376281,-1890666769
409000362497',,,192268,-1890668565
409000362497',,,901711,-1890669262
409000362497',,,288083,-1890752244
409000362497',,,105686,-1889752244
409000362497',,,960392,-1888752244
409000362497',,,363975,-1886252244
409000362497',,,710485,-1887317394
409000362497',,,425767,-1887473435
409000362497',,,865243,-1887917250
409000362497',,,843617,-1888751617
409000362497',,,876329,-1890359434
409000362497',,,570896,-1890396798
409000362497',,,569280,-1890397484
409000362497',,,466583,-1890397586
409000362497',,,638558,-1890400697
409000362497',,,574082,-1890489019
409000362497',,,404601,-1891458614
409000362497',,,483358,-1891634344
409000362497',,,415556,-1891843532
409000362497',,,137433,-1891932685
409000362497',,,132074,-1892348339
409000362497',,,397145,-1891348339
409000362497',,,904593,-1890348339
409000362497',,,495262,-1890979843
409000362497',,,725893,-1890989853
409000362497',,,562616,-1891253507
409000362497',,,292608,-1891529206
409000362497',,,763283,-1891541728
409000362497',,,981675,-1892351870
409000362497',,,806252,-1891351870
409000362497',,,523329,-1890351870
409000362497',,,188414,-1890900444
409000362497',,,789021,-1890906845
409000362497',,,966396,-1891124001
409000362497',,,129180,-1891254689
409000362497',,,528051,-1892126238
409000362497',,,900624,-1892199963
409000362497',,,312655,-1892271532
409000362497',,,306404,-1892278276
409000362497',,,921833,-1892278694
409000362497',,,546981,-1892279009
409000362497',,,538479,-1892293526
409000362497',,,179900,-1892293820
409000362497',,,505252,-1892617361
409000362497',,,256287,-1892117361
409000362497',,,961512,-1891617361
409000362497',,,182774,-1891117361
409000362497',,,863754,-1890617361
409000362497',,,261342,-1891355575
409000362497',,,826758,-1891379771
409000362497',,,804478,-1891727300
409000362497',,,546657,-1891986364
409000362497',,,435215,-1892651179
409000362497',,,867473,-1892151179
409000362497',,,755081,-1891651179
409000362497',,,133778,-1891151179
409000362497',,,305131,-1890651179
409000362497',,,659677,-1891384705
409000362497',,,358363,-1891388805
409000362497',,,980384,-1891510210
409000362497',,,584812,-1891826007
409000362497',,,198098,-1892766950
409000362497',,,948357,-1892787355
409000362497',,,720069,-1892839529
409000362497',,,434247,-1892843111
409000362497',,,130509,-1892843260
409000362497',,,408284,-1892843915
409000362497',,,335269,-1892849676
409000362497',,,503754,-1892858744
409000362497',,,655336,-1893025496
409000362497',,,394312,-1892025496
409000362497',,,440501,-1891025496
409000362497',,,627313,-1891567061
409000362497',,,544229,-1891574881
409000362497',,,797828,-1891620492
409000362497',,,895264,-1891824777
409000362497',,,808854,-1892658977
409000362497',,,304705,-1889658977
409000362497',,,307412,-1890326316
409000362497',,,126429,-1890326466
409000362497',,,299251,-1890686374
409000362497',,,937622,-1892164285
409000362497',,,947302,-1892281512
409000362497',,,967521,-1892526621
409000362497',,,860977,-1892548162
409000362497',,,914950,-1892613937
409000362497',,,373651,-1892640750
409000362497',,,990335,-1892643058
409000362497',,,451006,-1892652851
409000362497',,,160345,-1893500469
409000362497',,,933684,-1894635907
409000362497',,,888585,-1892135907
409000362497',,,115955,-1892519472
409000362497',,,709331,-1892524474
409000362497',,,173620,-1892808219
409000362497',,,551626,-1892834599
409000362497',,,130952,-1892847566
409000362497',,,342808,-1892847796
409000362497',,,544118,-1892847894
409000362497',,,976934,-1893678747
409000362497',,,720326,-1894066592
409000362497',,,823104,-1895010813
409000362497',,,167960,-1895691564
409000362497',,,767896,-1893691564
409000362497',,,147907,-1893693064
409000362497',,,728497,-1893831464
409000362497',,,956876,-1894124492
409000362497',,,620330,-1894976698
409000362497',,,439699,-1895013960
409000362497',,,655415,-1895041627
409000362497',,,452468,-1895042638
409000362497',,,319494,-1895043023
409000362497',,,521335,-1895045097
409000362497',,,659520,-1895846046
409000362497',,,865657,-1893846046
409000362497',,,305712,-1894445427
409000362497',,,469713,-1894446567
409000362497',,,753346,-1894650483
409000362497',,,552421,-1894721938
409000362497',,,561678,-1895661094
409000362497',,,777160,-1896294165
409000362497',,,599473,-1894294165
409000362497',,,839594,-1894294166
409000362497',,,376553,-1894464327
409000362497',,,650758,-1894520271
409000362497',,,750551,-1894564788
409000362497',,,214496,-1894737847
409000362497',,,687174,-1894777781
409000362497',,,524734,-1895272389
409000362497',,,119241,-1896283738
409000362497',,,114289,-1893283738
409000362497',,,709817,-1893527312
409000362497',,,839866,-1893884212
409000362497',,,719037,-1894324044
409000362497',,,696823,-1894759852
409000362497',,,130949,-1894776946
409000362497',,,907919,-1894837579
409000362497',,,293013,-1894844186
409000362497',,,255228,-1894844756
409000362497',,,311712,-1894854549
409000362497',,,955226,-1894854671
409000362497',,,427754,-1897282521
409000362497',,,717626,-1898291324
409000362497',,,812953,-1896291324
409000362497',,,569602,-1895791324
409000362497',,,449165,-1896090787
409000362497',,,713167,-1896099688
409000362497',,,830433,-1896522731
409000362497',,,600232,-1896996275
409000362497',,,728604,-1897050966
409000362497',,,689275,-1897059901
409000362497',,,480852,-1897067487
409000362497',,,793591,-1897067556
409000362497',,,901071,-1897067595
409000362497',,,580129,-1897149411
409000362497',,,282732,-1898087650
409000362497',,,397038,-1896087650
409000362497',,,789062,-1896477164
409000362497',,,257920,-1896480164
409000362497',,,864929,-1896559389
409000362497',,,390387,-1896626279
409000362497',,,915619,-1896663355
409000362497',,,444484,-1896795807
409000362497',,,912555,-1896868715
409000362497',,,316489,-1896875021
409000362497',,,973177,-1897465173
409000362497',,,235758,-1895465173
409000362497',,,353312,-1896119882
409000362497',,,664489,-1896579339
409000362497',,,319588,-1897003067
409000362497',,,151110,-1897834100
409000362497',,,800059,-1895834100
409000362497',,,813113,-1893834100
409000362497',,,699891,-1894278838
409000362497',,,477690,-1894286838
409000362497',,,107884,-1894695524
409000362497',,,625360,-1896116459
409000362497',,,913476,-1896241996
409000362497',,,821079,-1896616542
409000362497',,,592892,-1897422072
409000362497',,,427956,-1897846707
409000362497',,,943928,-1895846707
409000362497',,,125433,-1895887008
409000362497',,,331566,-1895985445
409000362497',,,600160,-1895987455
409000362497',,,866149,-1895998747
409000362497',,,114745,-1896020224
409000362497',,,410922,-1896020714
409000362497',,,451780,-1896021204
409000362497',,,680164,-1897836222
409000362497',,,810538,-1897962404
409000362497',,,429219,-1898257742
409000362497',,,472456,-1898303362
409000362497',,,262106,-1898317599
409000362497',,,698567,-1898345930
409000362497',,,130249,-1898347462
409000362497',,,754313,-1899318865
409000362497',,,113263,-1896818865
409000362497',,,600822,-1897357768
409000362497',,,648603,-1897367768
409000362497',,,817648,-1897734558
409000362497',,,476840,-1898063934
409000362497',,,693649,-1898881114
409000362497',,,223267,-1898885657
409000362497',,,366771,-1898887019
409000362497',,,417960,-1898887581
409000362497',,,295413,-1898888278
409000362497',,,583500,-1898889430
409000362497',,,516127,-1898973136
409000362497',,,554274,-1898964820
409000362497',,,308251,-1898969363
409000362497',,,395864,-1898970725
409000362497',,,542992,-1898971287
409000362497',,,244625,-1898971984
409000362497',,,494403,-1898973136
409000362497',,,576667,-1899056842
409000362497',,,832765,-1898973136
409000362497',,,366870,-1896973136
409000362497',,,535539,-1897585145
409000362497',,,833969,-1897656903
409000362497',,,480451,-1897772008
409000362497',,,976129,-1898210294
409000362497',,,507139,-1898249156
409000362497',,,240081,-1898249543
409000362497',,,947147,-1898249620
409000362497',,,633803,-1898251694
409000362497',,,774867,-1899362463
409000362497',,,518311,-1899904536
409000362497',,,462828,-1900267595
409000362497',,,231982,-1900594254
409000362497',,,246488,-1901368704
409000362497',,,602211,-1901385551
409000362497',,,905724,-1901417991
409000362497',,,924504,-1901418110
409000362497',,,346786,-1901418208
409000362497',,,477855,-1901418905
409000362497',,,703470,-1901420864
409000362497',,,815409,-1901420962
409000362497',,,210387,-1901421060
409000362497',,,953927,-1901517854
409000362497',,,705755,-1899517854
409000362497',,,838325,-1900132043
409000362497',,,929141,-1900137463
409000362497',,,960131,-1900247625
409000362497',,,200661,-1900493548
409000362497',,,213512,-1901374848
409000362497',,,462974,-1902069411
409000362497',,,140178,-1902069911
409000362497',,,401338,-1900069911
409000362497',,,666233,-1900169428
409000362497',,,893418,-1900345060
409000362497',,,215800,-1900637702
409000362497',,,900576,-1901383771
409000362497',,,154117,-1899383771
409000362497',,,982691,-1898383771
409000362497',,,965386,-1899001911
409000362497',,,413544,-1899217116
409000362497',,,555517,-1899240549
409000362497',,,564491,-1899293761
409000362497',,,207585,-1899299009
409000362497',,,260057,-1899299122
409000362497',,,620412,-1899306216
409000362497',,,936988,-1899329980
409000362497',,,878042,-1899330039
409000362497',,,124722,-1899740929
409000362497',,,397948,-1900108715
409000362497',,,151272,-1900862891
409000362497',,,513443,-1898862891
409000362497',,,419574,-1899410970
409000362497',,,332031,-1899414970
409000362497',,,322042,-1899676803
409000362497',,,486930,-1899793903
409000362497',,,241543,-1899824060
409000362497',,,332000,-1899827986
409000362497',,,704195,-1899828159
409000362497',,,143903,-1899828356
409000362497',,,798163,-1900470171
409000362497',,,174860,-1901377294
409000362497',,,527064,-1900377294
409000362497',,,278235,-1899377294
409000362497',,,207202,-1900052665
409000362497',,,398067,-1900308811
409000362497',,,147270,-1900336758
409000362497',,,909302,-1900336900
409000362497',,,141787,-1900340277
409000362497',,,604110,-1900348919
409000362497',,,147281,-1900615644
409000362497',,,340722,-1900998931
409000362497',,,825761,-1901024963
409000362497',,,720063,-1901738732
409000362497',,,970857,-1901238732
409000362497',,,604371,-1899238732
409000362497',,,704916,-1899919722
409000362497',,,164232,-1899927722
409000362497',,,743988,-1900234663
409000362497',,,201885,-1900514278
409000362497',,,996337,-1901907049
409000362497',,,724690,-1901948034
409000362497',,,924741,-1901975192
409000362497',,,661827,-1901978593
409000362497',,,917850,-1902848219
409000362497',,,877314,-1902860421
409000362497',,,992219,-1902879322
409000362497',,,505105,-1902881921
409000362497',,,984767,-1902881979
409000362497',,,399381,-1902885844
409000362497',,,931928,-1902886020
409000362497',,,290181,-1903793035
409000362497',,,587647,-1901793035
409000362497',,,592834,-1901593035
409000362497',,,740608,-1901393035
409000362497',,,369790,-1901193035
409000362497',,,131470,-1900993035
409000362497',,,361400,-1900793035
409000362497',,,308540,-1901371276
409000362497',,,796834,-1901171276
409000362497',,,117236,-1900971276
409000362497',,,801367,-1900771276
409000362497',,,637027,-1900671276
409000362497',,,825012,-1900471276
409000362497',,,305562,-1900271276
409000362497',,,229727,-1900071276
409000362497',,,661237,-1899871276
409000362497',,,973877,-1899671276
409000362497',,,536578,-1899471276
409000362497',,,652830,-1899479276
409000362497',,,724551,-1899652302
409000362497',,,918996,-1899987790
409000362497',,,384346,-1900058292
409000362497',,,165687,-1900482816
409000362497',,,639949,-1900815569
409000362497',,,705179,-1897815569
409000362497',,,462421,-1894815569
409000362497',,,692921,-1894615569
409000362497',,,598842,-1894663969
409000362497',,,465261,-1894863433
409000362497',,,384201,-1894978117
409000362497',,,184682,-1894987635
409000362497',,,566804,-1895764885
409000362497',,,130792,-1897514180
409000362497',,,486942,-1897517341
409000362497',,,706868,-1897518222
409000362497',,,410100,-1897519730
409000362497',,,726725,-1897519779
409000362497',,,963608,-1897519827
409000362497',,,179649,-1897532520
409000362497',,,853723,-1897032520
409000362497',,,990152,-1896032520
409000362497',,,650922,-1895032520
409000362497',,,700330,-1894532520
409000362497',,,455186,-1894969868
409000362497',,,336369,-1895031789
409000362497',,,247129,-1895043194
409000362497',,,250568,-1895043464
409000362497',,,120114,-1895043652
409000362497',,,856256,-1895046735
409000362497',,,891117,-1895046931
409000362497',,,645610,-1898587792
409000362497',,,728818,-1898984729
409000362497',,,495071,-1899328439
409000362497',,,998510,-1899878267
409000362497',,,633286,-1898878267
409000362497',,,860080,-1898378267
409000362497',,,209084,-1897378267
409000362497',,,705970,-1896878267
409000362497',,,773042,-1896887035
409000362497',,,884925,-1896887431
409000362497',,,688499,-1896887758
409000362497',,,940890,-1896888546
409000362497',,,976734,-1896888742
409000362497',,,617649,-1896943857
409000362497',,,599151,-1898763591
409000362497',,,922136,-1898826549
409000362497',,,241884,-1899083942
409000362497',,,781757,-1899534795
409000362497',,,469079,-1899982027
409000362497',,,655395,-1899482027
409000362497',,,274335,-1898482027
409000362497',,,501649,-1897482027
409000362497',,,223479,-1897820223
409000362497',,,268995,-1897958396
409000362497',,,602207,-1898313848
409000362497',,,732597,-1897813848
409000362497',,,532419,-1896813848
409000362497',,,975784,-1895813848
409000362497',,,975133,-1896271028
409000362497',,,505600,-1896389348
409000362497',,,931302,-1896389547
409000362497',,,985328,-1896458850
409000362497',,,468901,-1896538984
409000362497',,,493139,-1896556973
409000362497',,,984989,-1896596472
409000362497',,,181875,-1896600948
409000362497',,,512107,-1896614595
409000362497',,,213308,-1896617495
409000362497',,,286000,-1896618215
409000362497',,,392512,-1896627023
409000362497',,,387365,-1896627145
409000362497',,,978659,-1900583768
409000362497',,,896487,-1900083768
409000362497',,,733874,-1899583768
409000362497',,,122548,-1899083768
409000362497',,,145058,-1899144716
409000362497',,,405636,-1899152516
409000362497',,,304915,-1899179841
409000362497',,,986182,-1899219445
409000362497',,,252461,-1899232934
409000362497',,,702889,-1898732934
409000362497',,,417432,-1898232934
409000362497',,,947344,-1898245201
409000362497',,,641206,-1898254311
409000362497',,,596040,-1898269964
409000362497',,,633168,-1899067376
409000362497',,,602026,-1900966855
409000362497',,,383569,-1900986219
409000362497',,,928496,-1900986470
409000362497',,,721080,-1900988927
409000362497',,,894445,-1900989282
409000362497',,,469628,-1900989650
409000362497',,,426807,-1900989944
409000362497',,,200738,-1899989944
409000362497',,,377942,-1898989944
409000362497',,,545190,-1899056609
409000362497',,,632713,-1899063671
409000362497',,,749453,-1899077290
409000362497',,,424594,-1899795995
409000362497',,,603153,-1900664056
409000362497',,,807071,-1899664056
409000362497',,,767359,-1898664056
409000362497',,,941598,-1898672786
409000362497',,,687483,-1898678681
409000362497',,,274195,-1898691981
409000362497',,,297903,-1898785172
409000362497',,,442044,-1898815316
409000362497',,,209304,-1898833368
409000362497',,,412040,-1899510858
409000362497',,,881153,-1900416583
409000362497',,,763481,-1900417835
409000362497',,,205901,-1900418495
409000362497',,,715557,-1900421336
409000362497',,,277069,-1897421336
409000362497',,,807077,-1897500146
409000362497',,,692234,-1897000146
409000362497',,,580227,-1896800146
409000362497',,,393055,-1896809146
409000362497',,,662270,-1896810318
409000362497',,,378405,-1897013355
409000362497',,,641990,-1897274407
409000362497',,,233013,-1897510570
409000362497',,,706524,-1897010570
409000362497',,,481851,-1896510570
409000362497',,,954393,-1895510570
409000362497',,,560071,-1894510570
409000362497',,,446344,-1894010570
409000362497',,,322137,-1893510570
409000362497',,,430519,-1893010570
409000362497',,,155635,-1893013029
409000362497',,,147347,-1893013030
409000362497',,,117691,-1893077304
409000362497',,,193028,-1893161631
409000362497',,,430854,-1893411521
409000362497',,,122637,-1893582709
409000362497',,,452271,-1890582709
409000362497',,,849096,-1890082709
409000362497',,,270941,-1890101432
409000362497',,,644699,-1890073952
409000362497',,,175528,-1890117679
409000362497',,,574328,-1890521560
409000362497',,,842139,-1890557160
409000362497',,,175543,-1898754413
409000362497',,,752327,-1895754413
409000362497',,,672142,-1895254413
409000362497',,,168114,-1895298585
409000362497',,,112174,-1895329262
409000362497',,,725258,-1895645633
409000362497',,,622719,-1895654943
409000362497',,,418143,-1895696248
409000362497',,,513892,-1895701549
409000362497',,,308953,-1895703099
409000362497',,,489954,-1895712508
409000362497',,,824132,-1895712606
409000362497',,,912473,-1895712655
409000362497',,,974585,-1895723677
409000362497',,,765454,-1895724190
409000362497',,,888064,-1895724585
409000362497',,,539896,-1901557987
409000362497',,,488183,-1901678142
409000362497',,,880957,-1901178142
409000362497',,,482905,-1898178142
409000362497',,,734503,-1897678142
409000362497',,,190360,-1897711671
409000362497',,,281281,-1897712284
409000362497',,,575215,-1898053257
409000362497',,,461788,-1898342139
409000362497',,,610910,-1898351918
409000362497',,,133211,-1898365754
409000362497',,,769305,-1898366972
409000362497',,,949168,-1898367336
409000362497',,,658191,-1898368207
409000362497',,,941596,-1899984066
409000362497',,,992073,-1900246474
409000362497',,,888356,-1897246474
409000362497',,,977982,-1897305556
409000362497',,,943518,-1896805556
409000362497',,,954260,-1896860200
409000362497',,,821634,-1897221660
409000362497',,,519833,-1897223087
409000362497',,,799608,-1897223784
409000362497',,,691405,-1897225368
409000362497',,,401797,-1900137028
409000362497',,,804174,-1900189994
409000362497',,,124229,-1900234029
409000362497',,,160635,-1899734029
409000362497',,,655254,-1899134029
409000362497',,,387919,-1899194546
409000362497',,,891024,-1899224687
409000362497',,,899926,-1899374441
409000362497',,,357770,-1899405365
409000362497',,,302626,-1899545953
409000362497',,,914090,-1899817123
409000362497',,,166322,-1899317123
409000362497',,,178366,-1896317123
409000362497',,,458347,-1896344061
409000362497',,,503104,-1896395064
409000362497',,,296772,-1896636858
409000362497',,,499626,-1896644656
409000362497',,,635902,-1896650571
